Customer_ID,Churn
23394,0
21961,0
29339,0
24776,0
20714,0
24470,0
28673,0
28916,0
27595,0
22200,1
21599,0
23056,0
28409,1
25950,0
27419,0
20914,0
25956,0
20780,0
27330,0
22535,1
27665,0
28227,0
23053,0
29781,1
21737,0
25025,0
24073,0
26281,0
23847,0
21029,0
23673,0
27934,0
26348,0
21760,0
25360,0
21937,0
29372,0
27631,0
22511,0
20266,0
27481,0
29486,0
21148,1
23003,1
26298,0
26525,1
22922,0
22590,0
27674,0
25518,0
22136,0
23435,0
27863,0
24572,0
25036,0
21262,0
21068,0
26160,0
22222,0
25231,1
28966,0
27723,0
28956,0
25049,0
20639,0
26939,0
29354,0
28841,0
29920,0
27544,0
29022,0
28467,1
21000,0
21992,0
20120,0
23017,0
23671,0
27891,0
28037,0
21536,0
28459,0
29488,0
24700,0
29355,0
22423,1
28176,0
24794,0
29873,0
23326,0
27806,0
27675,0
23613,1
23102,0
25933,0
24524,0
21452,0
23839,0
29027,0
21141,1
25939,0
25777,0
27567,0
25731,0
28911,0
20379,0
28278,0
23549,0
24291,0
23591,1
21416,0
29433,1
26467,1
20867,1
29283,0
20373,1
29872,0
20401,0
22602,0
25822,0
26248,0
27887,0
27719,0
25357,0
24403,0
24663,0
27102,0
26150,0
25411,0
25825,1
25537,0
28048,0
21862,0
29416,0
23040,0
21261,0
28864,1
25953,0
27813,0
20163,0
23014,0
29816,0
27443,0
20419,0
27119,0
20042,0
29754,0
22512,0
29584,1
27364,0
27562,0
29696,0
20158,0
20991,0
25984,0
29726,1
27613,0
24214,0
22020,0
25428,0
25245,0
20204,0
27662,1
21531,0
26878,0
22864,0
25371,0
23187,0
20869,0
23084,0
24512,1
20630,0
27792,0
22289,0
23323,1
21503,0
23672,0
21839,0
21852,0
29844,1
24707,1
29117,0
20927,0
24761,0
25250,0
20604,0
26548,1
25749,0
22933,0
22347,0
21475,0
25024,0
27237,1
29495,0
24505,0
27013,0
20140,0
21591,0
23779,0
29455,0
22041,0
20159,0
21701,0
